Has a citizen made a request for compliance?,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),Is there a built up Curb Ramp?,"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp? (inches),Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Minimum width of marked Cross Walk? (99 if no Cross Walk),Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Are there Traffic Signals?,Are there Pedestrian Signals?,Is there a push button within reach of sidewalk?,Latitude,Longitude,Street,Crossing Street (or Facility),Ramp Direction,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp?,Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Is there a push button within reach of sidewalk?,Total Curb Ramp Condition Score,Total Gutter Slope Condition Score,Total Adjacent Walk Condition Score,Total Crosswalk Condition Score,Total Ped Signal Condition Score,Total Condition  Score,Has a citizen made a request for compliance?,Population Density,Senior Population Density,Disabled Population Density,Distance from Public Places,Distance form Transit Route,Total Location Rating,TOTAL RATING
No,No,No,No,No,99,No,No,No,Yes,2.1,59,0.7,6.6,6.2,59,2.8,1.2,Yes,99,1.1,3.8,No,No,No,41.731907,-87.818231,Roberts Road,87th Place,NE,0,20,10,10,,10,10,0,10,0,0,0,3,0,7,0,0,0,0,,70,3,7,0,,80,0,5,3,5,7,0,20,100
No,No,No,No,No,99,"Yes, outside vehicle path",No,No,Yes,1.7,45,5.2,8.5,5.7,60,5.4,4.3,Yes,99,1.3,3,No,No,No,41.731775,-87.818313,Roberts Road,87th Place,SE-E,0,20,10,10,,10,10,0,0,10,10,10,3,0,7,0,0,0,0,,90,3,7,0,,100,0,5,3,5,7,0,20,120
No,No,No,No,No,99,No,No,No,Yes,0.5,60,0.2,17.7,6.4,60,2,1.2,Yes,99,0.9,4.8,No,No,No,41.731798,-87.818226,Roberts Road,87th Place,SE-S,0,20,10,10,,10,10,0,0,0,0,10,3,0,0,0,0,0,0,,70,3,0,0,,73,0,5,3,5,7,0,20,93
No,No,No,No,No,99,No,No,No,Yes,3.4,60,1,13.3,4.3,60,4.5,5,Yes,99,14.6,6.3,No,No,No,41.728608,-87.818104,Roberts Road,89th Place,NE-N,0,20,10,10,,10,10,0,10,0,0,10,0,0,7,0,0,4,3,,80,0,7,7,,94,0,5,3,5,7,0,20,114
No,No,No,No,No,99,No,Yes,No,Yes,2.8,40,5.4,12.2,4.4,58,0.2,2.8,Yes,99,4.4,0.2,No,No,No,41.728625,-87.818443,Roberts Road,89th Place,NW,0,20,10,10,,0,10,0,10,10,10,10,0,0,0,0,0,0,0,,90,0,0,0,,90,0,7,7,3,7,0,24,114
No,No,No,No,No,99,No,No,No,Yes,3.8,51,0.3,4.7,7.2,60,2.4,2.1,Yes,99,1.5,1.1,No,No,No,41.728455,-87.818162,Roberts Road,89th Place,SE-E,0,20,10,10,,10,10,0,10,0,0,0,3,0,7,0,0,0,0,,70,3,7,0,,80,0,5,3,5,7,0,20,100
No,No,No,No,No,99,No,No,No,Yes,0.8,58,3,9,6.1,60,2.4,0.8,Yes,99,6.8,1.5,No,No,No,41.728502,-87.818097,Roberts Road,89th Place,SE-S,0,20,10,10,,10,10,0,0,0,10,10,3,0,7,0,0,4,0,,80,3,7,4,,94,0,5,3,5,7,0,20,114
No,No,No,No,No,99,No,No,No,Yes,4.6,48,7.1,6.8,6.3,60,4.8,2.2,Yes,99,5.3,2.6,No,No,No,41.728514,-87.818423,Roberts Road,89th Place,SW,0,20,10,10,,10,10,0,10,0,10,0,3,0,7,0,0,4,0,,80,3,7,4,,94,0,7,7,3,7,0,24,118
No,No,No,No,No,99,"Yes, outside vehicle path",No,No,Yes,3.6,44,2,4.2,3.5,59,4.6,3.5,Yes,99,0.9,4,No,No,No,41.729546,-87.818187,Roberts Road,89th Street,NE-E,0,20,10,10,,10,10,0,10,10,0,0,0,0,7,0,0,0,0,,80,0,7,0,,87,0,5,3,5,7,0,20,107
No,No,No,No,No,99,"Yes, outside vehicle path",No,No,Yes,0.1,46,2.5,9.1,4.7,59,0.5,0.8,Yes,99,2,3.3,No,No,No,41.729514,-87.818136,Roberts Road,89th Street,NE-N,0,20,10,10,,10,10,0,0,10,10,10,0,0,0,0,0,0,0,,90,0,0,0,,90,0,5,3,5,7,0,20,110
No,No,No,No,No,99,No,Yes,No,Yes,2.8,48,3,1.5,4.1,58,3.7,1.6,Yes,99,3.5,0.3,No,No,No,41.729531,-87.818475,Roberts Road,89th Street,NW,0,20,10,10,,0,10,0,10,0,10,0,0,0,7,0,0,0,0,,70,0,7,0,,77,0,7,7,3,7,0,24,101
No,No,No,No,No,99,"Yes, outside vehicle path",No,No,Yes,0.5,45,3.4,6,4.2,59,0.9,1.1,Yes,99,0.2,0.6,No,No,No,41.729382,-87.818172,Roberts Road,89th Street,SE-E,0,20,10,10,,10,10,0,0,10,10,0,0,0,0,0,0,0,0,,80,0,0,0,,80,0,5,3,5,7,0,20,100
No,No,No,No,No,99,No,No,No,Yes,1.1,48,0.2,11,2,59,2.6,2,Yes,99,4.1,0.3,No,No,No,41.729414,-87.818139,Roberts Road,89th Street,SE-S,0,20,10,10,,10,10,0,0,0,0,10,0,0,7,0,0,0,0,,70,0,7,0,,77,0,5,3,5,7,0,20,97
No,No,No,No,No,99,No,Yes,No,Yes,3.4,48,4.4,8.2,4.6,58,1.9,1.3,Yes,99,1.4,0.1,No,No,No,41.729446,-87.818448,Roberts Road,89th Street,SW,0,20,10,10,,0,10,0,10,0,10,0,0,0,0,0,0,0,0,,70,0,0,0,,70,0,7,7,3,7,0,24,94
No,No,No,No,No,99,No,No,No,Yes,3.4,60,0.9,1.4,3,60,3.3,3.4,Yes,99,3.3,1.9,No,No,No,41.727698,-87.818112,Roberts Road,90th Street,NE-E,0,20,10,10,,10,10,0,10,0,0,0,0,0,7,0,0,0,0,,70,0,7,0,,77,0,5,3,5,10,0,23,100
No,No,No,No,No,99,No,No,No,Yes,0.2,60,0.8,8.1,10.9,60,0.3,1.7,Yes,99,0.8,0.1,No,No,No,41.727676,-87.818072,Roberts Road,90th Street,NE-N,0,20,10,10,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,60,3,0,0,,63,0,5,3,5,10,0,23,86
No,No,No,No,No,99,No,No,No,Yes,4.2,48,4.7,10.4,4.8,57,2.7,0.8,Yes,99,3.7,1.3,No,No,No,41.727422,-87.818404,Roberts Road,90th Street,NW,0,20,10,10,,10,10,0,10,0,10,10,0,0,7,0,0,0,0,,90,0,7,0,,97,0,7,7,3,10,0,27,124
No,No,No,No,No,99,No,No,No,Yes,0.7,48,2.2,8.4,10.2,59,1.2,3.1,Yes,99,7.3,0.5,No,No,No,41.727535,-87.818101,Roberts Road,90th Street,SE-E,0,20,10,10,,10,10,0,0,0,10,10,3,0,0,0,0,4,0,,80,3,0,4,,87,0,5,3,5,10,0,23,110
No,No,No,No,No,99,No,No,No,Yes,0.5,59,3.2,8.2,0.2,59,0.3,0.4,Yes,99,1.7,1.9,No,No,No,41.727562,-87.81806,Roberts Road,90th Street,SE-S,0,20,10,10,,10,10,0,0,0,10,0,0,0,0,0,0,0,0,,70,0,0,0,,70,0,5,3,5,10,0,23,93
No,No,No,No,No,99,No,No,No,Yes,6.2,48,6.4,14.2,5.2,62,1.9,5.3,Yes,99,2.8,1,No,No,No,41.7273,-87.818394,Roberts Road,90th Street,SW,0,20,10,10,,10,10,0,10,0,10,10,3,0,0,7,0,0,0,,90,3,7,0,,100,0,7,7,3,10,0,27,127
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,4.8,60,1.6,15.4,2.8,60,2,6.1,Yes,99,1.9,0.3,No,No,No,41.724955,-87.818294,Roberts Road,91st Place,NW,0,0,0,0,,0,10,0,10,0,0,10,0,0,0,7,0,0,0,,30,0,7,0,,37,0,7,7,3,10,0,27,64
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.9,60,2.1,5.9,4,60,2.9,1.2,Yes,99,3,0.4,No,No,No,41.72481,-87.818295,Roberts Road,91st Place,SW,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,7,7,3,10,0,27,64
No,No,Yes,Yes,Yes,9.2,No,No,No,Yes,0.3,58,2.7,2,1.8,60,2,0.4,Yes,72,1,5,Yes,No,No,41.725901,-87.818026,Roberts Road,91st Street,NE-E,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,,30,0,0,0,,30,0,5,3,5,10,0,23,53
No,No,Yes,Yes,Yes,16.3,No,No,No,Yes,2.9,90,0.5,3.8,1.8,60,1.7,1.6,Yes,99,3.1,1,Yes,Yes,Yes,41.725867,-87.817987,Roberts Road,91st Street,NE-N,0,0,0,0,5,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,5,3,5,10,0,23,58
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,9.8,72,1.6,12.9,3.5,62,4.7,0,Yes,99,1.1,2.7,Yes,Yes,Yes,41.725872,-87.818371,Roberts Road,91st Street,NW-N,0,0,0,0,,0,10,0,10,0,0,10,0,0,7,0,0,0,0,0,30,0,7,0,0,37,0,7,7,3,10,0,27,64
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.5,62,1.1,15.6,1.8,60,2.6,4.6,Yes,72,1,0.1,Yes,No,No,41.725898,-87.818312,Roberts Road,91st Street,NW-W,0,0,0,0,,0,10,0,10,0,0,10,0,0,7,0,0,0,0,,30,0,7,0,,37,0,7,7,3,10,0,27,64
No,No,Yes,Yes,Yes,14.1,No,No,No,Yes,1.7,56,0.1,5.3,2,60,3.6,1.9,Yes,72,1,0.8,Yes,Yes,Yes,41.725693,-87.81801,Roberts Road,91st Street,SE-E,0,0,0,0,5,10,10,0,0,0,0,0,0,0,7,0,0,0,0,0,25,0,7,0,0,32,0,5,3,5,10,0,23,55
No,No,Yes,Yes,Yes,12.3,No,No,No,Yes,3.5,55,0.2,8.4,0.2,60,2.4,0.7,Yes,99,2.7,1.5,Yes,Yes,Yes,41.725727,-87.817985,Roberts Road,91st Street,SE-S,0,0,0,0,5,10,10,0,10,0,0,10,0,0,7,0,0,0,0,0,45,0,7,0,0,52,0,5,3,5,10,0,23,75
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,4.8,60,4.1,10.6,3.9,60,3.4,0.3,Yes,99,2.5,2,Yes,Yes,Yes,41.725719,-87.818363,Roberts Road,91st Street,SW-S,0,0,0,0,,0,10,0,10,0,10,10,0,0,7,0,0,0,0,0,40,0,7,0,0,47,0,7,7,3,10,0,27,74
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.2,72,1.3,14.3,2.7,60,0.4,3.6,Yes,72,1.6,0.1,Yes,Yes,Yes,41.725671,-87.818298,Roberts Road,91st Street,SW-W,0,0,0,0,,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,7,7,3,10,0,27,47
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.1,64,0.8,4.1,4,58,1.9,1.3,Yes,99,2.6,0.3,No,No,No,41.723067,-87.818225,Roberts Road,92nd Place,NW,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,7,7,3,10,0,27,37
No,No,Yes,Yes,Yes,99,No,Yes,Yes,Yes,1.6,64,0.3,7.1,1.1,58,2.2,2.4,Yes,99,0.1,2.2,No,No,No,41.722964,-87.818223,Roberts Road,92nd Place,SW,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,0,0,7,0,,7,0,7,7,3,10,0,27,34
No,No,Yes,Yes,Yes,9.4,No,No,No,Yes,2.3,64,3.7,8.5,0.7,60,2.8,0.2,Yes,68,0.7,1.7,No,No,No,41.724053,-87.81795,Roberts Road,92nd Street,NE-E,0,0,0,0,0,10,10,0,10,0,10,10,0,0,7,0,0,0,0,,50,0,7,0,,57,0,5,3,5,10,0,23,80
No,No,Yes,Yes,Yes,9.7,No,No,No,Yes,0.3,60,2.3,6.5,0.8,60,100,0.3,Yes,99,1.6,0.6,No,No,No,41.724034,-87.817908,Roberts Road,92nd Street,NE-N,0,0,0,0,0,10,10,0,0,0,10,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,5,3,5,10,0,23,60
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.4,72,0.9,8.1,1.8,60,1,5.2,Yes,72,0.3,1.1,No,No,No,41.724037,-87.8182,Roberts Road,92nd Street,NW,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,7,0,0,0,,10,0,7,0,,17,0,7,7,3,10,0,27,44
No,No,Yes,Yes,Yes,5,No,Yes,No,Yes,0.9,60,5.8,5.7,1.9,58,0.4,0.8,Yes,99,3.3,1.9,No,No,No,41.723911,-87.817923,Roberts Road,92nd Street,SE,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,5,3,5,10,0,23,43
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,5.1,72,0.8,11,1.9,58,2,5.8,Yes,99,1.8,0.7,No,No,No,41.722204,-87.818198,Roberts Road,93rd Street,NW-N,0,0,0,0,,0,10,0,10,0,0,10,0,0,0,7,0,0,0,,30,0,7,0,,37,0,7,7,3,10,0,27,64
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.8,72,0.5,13.6,1.9,58,4.1,2.5,Yes,99,0.7,1.1,No,No,No,41.722225,-87.818147,Roberts Road,93rd Street,NW-W,0,0,0,0,,0,10,0,0,0,0,10,0,0,7,0,0,0,0,,20,0,7,0,,27,0,7,7,3,10,0,27,54
No,No,Yes,Yes,No,99,No,Yes,No,Yes,2.4,72,0.9,14.5,1.3,60,1.6,1.8,Yes,99,1.8,1.5,No,No,No,41.722083,-87.81819,Roberts Road,93rd Street,SW,0,0,0,10,,0,10,0,10,0,0,10,0,0,0,0,0,0,0,,40,0,0,0,,40,0,7,7,3,10,0,27,67
No,No,Yes,Yes,Yes,10.6,No,Yes,No,Yes,3.2,72,2.4,10.7,0.1,60,2.2,3,Yes,99,0,1.8,No,No,No,41.722234,-87.817893,Roberts Road,93th Street,NE-E,0,0,0,0,5,0,10,0,10,0,10,10,0,0,7,0,0,0,0,,45,0,7,0,,52,0,5,3,5,10,0,23,75
No,No,Yes,Yes,Yes,4.7,No,Yes,No,Yes,3,56,1.4,9.9,0.5,60,1.4,0.2,Yes,99,1,0.4,No,No,No,41.722221,-87.817852,Roberts Road,93th Street,NE-N,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,,30,0,0,0,,30,0,5,3,5,10,0,23,53
No,No,Yes,Yes,Yes,8.7,No,Yes,No,Yes,1.7,57,2.8,8.6,1.4,59,1.6,1,Yes,99,1.6,0.8,No,No,No,41.722091,-87.817852,Roberts Road,93th Street,SE,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,,30,0,0,0,,30,0,5,3,5,10,0,23,53
No,No,Yes,No,Yes,8.5,No,Yes,No,Yes,2.8,49,0.8,9.9,0.4,60,2.6,0.5,Yes,99,1.4,1.7,No,No,No,41.72042,-87.817824,Roberts Road,94th Street,NE-E,0,0,10,0,0,0,10,0,10,0,0,10,0,0,7,0,0,0,0,,40,0,7,0,,47,0,5,3,5,7,0,20,67
No,No,Yes,No,Yes,7.6,No,Yes,No,Yes,3,57,1.7,10.3,2.1,60,0.5,1.1,Yes,99,0.4,0.8,No,No,No,41.720399,-87.817789,Roberts Road,94th Street,NE-N,0,0,10,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,,40,0,0,0,,40,0,5,3,5,7,0,20,60
No,No,Yes,Yes,Yes,10.6,No,Yes,No,Yes,5.3,64,1.4,12.7,3.8,60,0.3,0.3,Yes,99,0.5,1.8,No,No,No,41.72039,-87.81813,Roberts Road,94th Street,NW-N,0,0,0,0,5,0,10,0,10,0,0,10,0,0,0,0,0,0,0,,35,0,0,0,,35,0,7,7,3,7,0,24,59
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.3,72,2.3,12.3,0.9,60,3.2,0.7,Yes,99,1.8,2.9,No,No,No,41.720417,-87.818077,Roberts Road,94th Street,NW-W,0,0,0,0,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,30,0,7,0,,37,0,7,7,3,7,0,24,61
No,No,Yes,Yes,Yes,9.8,No,Yes,No,Yes,1.7,57,0.9,6,2.7,59,2.9,0.2,Yes,99,0.6,1,No,No,No,41.720277,-87.817781,Roberts Road,94th Street,SE,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,5,3,5,7,0,20,37
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,4.9,64,3.7,8.5,3.5,60,2.8,0.5,Yes,99,2.8,1.8,No,No,No,41.720263,-87.818109,Roberts Road,94th Street,SW,0,0,0,0,,0,10,0,10,0,10,10,0,0,7,0,0,0,0,,40,0,7,0,,47,0,7,7,3,7,0,24,71
No,No,Yes,No,Yes,10,No,Yes,No,Yes,0.5,95,6.5,9,1.6,60,2.1,1.9,Yes,98,0.8,3,Yes,Yes,Yes,41.718676,-87.817738,Roberts Road,95th Street,NE-E,0,0,10,0,0,0,10,0,0,0,10,10,0,0,7,0,0,0,0,0,40,0,7,0,0,47,0,5,3,5,10,0,23,70
No,No,Yes,No,Yes,8.1,No,Yes,No,Yes,4.1,96,4.3,10.1,0.3,59,2,2.3,Yes,96,2.6,1.1,Yes,Yes,Yes,41.718659,-87.817716,Roberts Road,95th Street,NE-N,0,0,10,0,0,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,5,3,5,10,0,23,73
No,No,Yes,Yes,No,10.6,No,Yes,No,Yes,5.6,72,0.8,12.9,4.6,99,3.6,5.1,Yes,96,1.2,2.5,Yes,Yes,Yes,41.718651,-87.818075,Roberts Road,95th Street,NW,0,0,0,10,5,0,10,0,10,0,0,10,0,,7,7,0,0,0,0,45,0,14,0,0,59,0,7,7,3,10,0,27,86
No,No,Yes,Yes,Yes,11.6,No,Yes,No,Yes,0.1,84,4.3,9.6,5.1,56,4.7,0.2,Yes,97,1.6,3.3,Yes,Yes,Yes,41.718393,-87.81772,Roberts Road,95th Street,SE-E,0,0,0,0,5,0,10,0,0,0,10,10,3,0,7,0,0,0,0,0,35,3,7,0,0,45,0,5,3,5,10,0,23,68
No,No,Yes,No,Yes,15.8,No,Yes,No,Yes,0.6,84,4.9,10.3,2.3,81,0.3,0.8,Yes,95,3.4,3,Yes,Yes,Yes,41.718411,-87.817694,Roberts Road,95th Street,SE-S,0,0,10,0,5,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,5,3,5,10,0,23,68
No,No,Yes,Yes,No,99,No,Yes,No,Yes,4,96,2.3,11,3.6,99,4.4,0.4,Yes,96,2.2,0.7,Yes,Yes,Yes,41.718387,-87.81804,Roberts Road,95th Street,SW,0,0,0,10,,0,10,0,10,0,10,10,0,,7,0,0,0,0,0,50,0,7,0,0,57,0,5,5,5,10,0,25,82
No,No,No,No,No,2.1,No,No,No,Yes,1,55,3.5,10.2,4.3,60,1.4,0.4,Yes,99,1.2,3.2,No,No,No,41.714059,-87.817616,Roberts Road,97th Place,NE-E,0,20,10,10,0,10,10,0,0,0,10,10,0,0,0,0,0,0,0,,80,0,0,0,,80,0,5,3,5,10,0,23,103
No,No,No,No,No,6.1,No,No,No,Yes,2.2,56,6,9,3.4,58,1.3,0.4,Yes,99,1.3,1.3,No,No,No,41.714044,-87.817542,Roberts Road,97th Place,NE-N,0,20,10,10,0,10,10,0,10,0,10,10,0,0,0,0,0,0,0,,90,0,0,0,,90,0,5,3,5,10,0,23,113
No,No,No,No,No,14.3,No,Yes,No,Yes,1.9,45,2.8,7.2,0.6,60,1.7,0.3,Yes,99,0.7,0.6,No,No,No,41.713926,-87.817578,Roberts Road,97th Place,SE-E,0,20,10,10,5,0,10,0,0,10,10,0,0,0,0,0,0,0,0,,75,0,0,0,,75,0,5,3,5,10,0,23,98
No,No,No,No,No,6.4,No,Yes,No,Yes,5,45,3.2,6.1,3.4,58,6.6,0.8,Yes,99,0.3,1.3,No,No,No,41.713957,-87.817538,Roberts Road,97th Place,SE-S,0,20,10,10,0,0,10,0,10,10,10,0,0,0,7,0,0,0,0,,80,0,7,0,,87,0,5,3,5,10,0,23,110
No,No,Yes,No,Yes,6.8,No,No,No,Yes,0.7,145,1.9,3.3,1.6,59,3.5,2.5,Yes,74,1.3,1.3,No,No,No,41.714952,-87.817604,Roberts Road,97th Street,NE-E,0,0,10,0,0,10,10,0,0,0,0,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,5,3,5,10,0,23,60
No,No,Yes,No,Yes,8.2,No,Yes,No,Yes,1.7,145,3.3,1.6,3.1,58,1.4,0.3,Yes,99,1.1,1.2,No,No,No,41.714941,-87.817557,Roberts Road,97th Street,NE-N,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,30,0,0,0,,30,0,5,3,5,10,0,23,53
No,No,Yes,Yes,No,99,No,Yes,No,Yes,2.1,60,1.5,1.1,99,64,0.9,2.3,Yes,99,1.4,3.5,No,No,No,41.714897,-87.817894,Roberts Road,97th Street,NW-N,0,0,0,10,,0,10,0,10,0,0,0,,0,0,0,0,0,0,,30,,0,0,,30,0,5,5,5,10,0,25,55
No,No,Yes,Yes,No,99,No,Yes,No,Yes,1.7,92,2.4,7.1,2.9,61,2,3.2,Yes,72,1.1,0.3,No,No,No,41.714924,-87.817846,Roberts Road,97th Street,NW-W,0,0,0,10,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,30,0,0,0,,30,0,5,5,5,10,0,25,55
No,No,Yes,No,Yes,13.9,No,Yes,No,Yes,1.6,63,0.3,7.8,2.2,60,2.2,0.1,Yes,99,2.8,0.1,No,No,No,41.714801,-87.817608,Roberts Road,97th Street,SE-E,0,0,10,0,5,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,25,0,7,0,,32,0,5,3,5,10,0,23,55
No,No,Yes,No,Yes,7.7,No,No,No,Yes,1.5,60,1.5,2.2,5.9,60,1,0.6,Yes,99,1.6,0.7,No,No,No,41.714856,-87.817568,Roberts Road,97th Street,SE-S,0,0,10,0,0,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,30,3,0,0,,33,0,5,3,5,10,0,23,56
No,No,Yes,Yes,No,99,No,Yes,No,Yes,1.8,58,5.2,9.8,99,60,2.4,0.3,Yes,99,6.3,0.6,No,No,No,41.714823,-87.817909,Roberts Road,97th Street,SW-S,0,0,0,10,,0,10,0,0,0,10,10,,0,7,0,0,4,0,,40,,7,4,,51,0,5,5,5,10,0,25,76
No,No,Yes,Yes,No,99,No,Yes,No,Yes,2.2,60,2.9,14.2,2.9,60,2.9,11.3,Yes,99,0.5,4.6,No,No,No,41.714805,-87.81785,Roberts Road,97th Street,SW-W,0,0,0,10,,0,10,0,10,0,10,10,0,0,7,7,0,0,0,,50,0,14,0,,64,0,5,5,5,10,0,25,89
No,No,No,No,No,99,No,No,No,Yes,2.5,50,4.7,6.3,4.6,58,1.1,5.1,Yes,99,1.4,0.4,No,No,No,41.712231,-87.817561,Roberts Road,98th Place,NE,0,20,10,10,,10,10,0,10,0,10,0,0,0,0,7,0,0,0,,80,0,7,0,,87,0,5,3,5,7,0,20,107
No,No,No,No,No,99,No,No,No,Yes,1.6,59,1.1,0.1,5.9,58,2.2,1.2,Yes,99,0.1,0.4,No,No,No,41.712158,-87.817553,Roberts Road,98th Place,SE,0,20,10,10,,10,10,0,0,0,0,0,3,0,7,0,0,0,0,,60,3,7,0,,70,0,5,3,5,7,0,20,90
No,No,No,No,No,7.5,No,No,No,Yes,2.7,50,6.1,6.8,3.2,59,1.4,1.6,Yes,99,0.6,0.4,No,No,No,41.713192,-87.817553,Roberts Road,98th Street,NE-E,0,20,10,10,0,10,10,0,10,0,10,0,0,0,0,0,0,0,0,,80,0,0,0,,80,0,5,3,5,10,0,23,103
No,No,Yes,Yes,Yes,12.5,No,No,No,Yes,3.1,56,4.9,9.5,2.5,58,4.7,0.5,Yes,99,0,0.3,No,No,No,41.713165,-87.81751,Roberts Road,98th Street,NE-N,0,0,0,0,5,10,10,0,10,0,10,10,0,0,7,0,0,0,0,,55,0,7,0,,62,0,5,3,5,10,0,23,85
No,No,Yes,Yes,No,99,No,Yes,No,Yes,5.4,72,5,16,3.5,58,4.5,6.3,Yes,99,6.6,2.1,No,No,No,41.712736,-87.81783,Roberts Road,98th Street,NW,0,0,0,10,,0,10,0,10,0,10,10,0,0,7,7,0,4,0,,50,0,14,4,,68,0,5,5,5,7,0,22,90
No,No,No,No,No,99,No,No,No,Yes,2.2,60,2.5,7.2,1.5,60,2.2,1.1,Yes,99,1.3,0.7,No,No,No,41.713026,-87.817541,Roberts Road,98th Street,SE-E,0,20,10,10,,10,10,0,10,0,10,0,0,0,7,0,0,0,0,,80,0,7,0,,87,0,5,3,5,10,0,23,110
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.1,59,0.6,5.4,1.2,59,4.2,0.5,Yes,99,0.7,1.7,No,No,No,41.713048,-87.817502,Roberts Road,98th Street,SE-S,0,0,0,0,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,20,0,7,0,,27,0,5,3,5,10,0,23,50
No,No,Yes,Yes,No,99,No,Yes,No,Yes,3.8,135,1.9,11,3.2,60,3.1,1.2,Yes,99,2.8,0.5,No,No,No,41.712593,-87.817821,Roberts Road,98th Street,SW,0,0,0,10,,0,10,0,10,0,0,10,0,0,7,0,0,0,0,,40,0,7,0,,47,0,5,5,5,7,0,22,69
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1,61,1.8,5.3,3,59,0.5,0.3,Yes,99,0.3,1.5,No,No,No,41.710451,-87.8174,Roberts Road,99th Place,NE,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,5,3,5,7,0,20,30
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.2,60,1.8,3.5,4.7,60,4.4,1.2,Yes,99,1.6,0.7,No,No,No,41.710291,-87.817384,Roberts Road,99th Place,SE,0,0,0,0,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,20,0,7,0,,27,0,5,3,5,7,0,20,47
